unique_key,created_date,closed_date,complaint_type,borough,agency,status,time_to_close_days,date,tmin,tmax,precipitation,wind,temp_avg,rainy_day
INC501623,2023-01-17 19:47:00,2023-01-27 19:47:00,Sewer,MANHATTAN,DOT,Pending,10,2023-01-17,17.2,23.2,0.45,20.0,20.2,1
INC501624,2023-10-05 21:07:00,2023-10-07 21:07:00,Illegal Parking,BROOKLYN,NYPD,Closed,2,2023-10-05,11.3,20.9,3.41,13.0,16.1,1
INC501625,2023-03-07 10:43:00,2023-03-07 10:43:00,Street Condition,STATEN ISLAND,NYC 311,Closed,0,2023-03-07,7.1,4.2,0.18,0.4,5.65,0
INC501626,2023-01-28 22:07:00,2023-01-30 22:07:00,Noise - Residential,QUEENS,DOB,Closed,2,2023-01-28,14.4,9.6,0.25,0.8,12.0,1
INC501627,2023-06-26 14:34:00,2023-06-27 14:34:00,Noise - Residential,BROOKLYN,DSNY,Closed,1,2023-06-26,16.2,19.8,0.0,1.1,18.0,0
INC501628,2023-12-13 21:42:00,2023-12-14 21:42:00,Street Condition,BROOKLYN,NYC 311,Pending,1,2023-12-13,10.2,25.6,0.93,10.6,17.9,1
INC501629,2023-06-23 06:00:00,2023-06-25 06:00:00,Rodent,BRONX,DSNY,Pending,2,2023-06-23,10.3,24.4,1.46,13.4,17.35,1
INC501630,2023-09-12 13:07:00,2023-09-15 13:07:00,Noise - Residential,BRONX,DEP,Open,3,2023-09-12,12.5,4.9,0.55,8.2,8.7,1
INC501631,2023-11-29 00:16:00,2023-11-29 00:16:00,Blocked Driveway,MANHATTAN,DEP,Open,0,2023-11-29,-2.2,17.4,1.66,4.0,7.6,1
INC501632,2023-07-28 00:14:00,2023-08-02 00:14:00,Water System,BRONX,DOB,Pending,5,2023-07-28,15.1,12.3,0.14,2.0,13.7,0
INC501633,2023-10-18 12:21:00,2023-10-25 12:21:00,Illegal Parking,BROOKLYN,DEP,Closed,7,2023-10-18,-6.0,11.0,0.32,10.6,2.5,1
INC501634,2023-03-16 11:53:00,2023-03-21 11:53:00,Heat,BRONX,DEP,Closed,5,2023-03-16,-3.4,20.7,0.68,12.5,8.65,1
INC501635,2023-11-22 15:58:00,2023-12-02 15:58:00,Water System,STATEN ISLAND,NYPD,Closed,10,2023-11-22,6.6,28.7,0.07,6.5,17.65,0
INC501636,2023-05-13 15:43:00,2023-05-14 15:43:00,Rodent,MANHATTAN,DSNY,Closed,1,2023-05-13,11.2,25.2,3.67,5.1,18.2,1
INC501637,2023-03-04 18:26:00,2023-03-05 18:26:00,Derelict Vehicle,MANHATTAN,DEP,Closed,1,2023-03-04,1.2,9.8,0.19,13.0,5.5,0
INC501638,2023-10-05 15:34:00,2023-10-05 15:34:00,Street Condition,STATEN ISLAND,DOB,Closed,0,2023-10-05,11.3,20.9,3.41,13.0,16.1,1
INC501639,2023-04-09 21:24:00,2023-04-14 21:24:00,Sewer,MANHATTAN,DSNY,Pending,5,2023-04-09,3.6,24.1,0.0,3.6,13.850000000000001,0
INC501640,2023-03-07 15:56:00,2023-03-12 15:56:00,Water System,STATEN ISLAND,DOT,Closed,5,2023-03-07,7.1,4.2,0.18,0.4,5.65,0
INC501641,2023-04-11 16:01:00,2023-04-18 16:01:00,Noise - Residential,STATEN ISLAND,DEP,Closed,7,2023-04-11,8.4,11.9,0.0,19.9,10.15,0
INC501642,2023-06-07 15:46:00,2023-06-12 15:46:00,Street Condition,QUEENS,NYC 311,Open,5,2023-06-07,16.3,0.5,0.0,6.2,8.4,0
INC501643,2023-03-08 09:16:00,2023-03-11 09:16:00,Illegal Parking,STATEN ISLAND,DSNY,Closed,3,2023-03-08,2.5,25.2,0.39,5.3,13.85,1
INC501644,2023-11-09 09:33:00,2023-11-19 09:33:00,Street Condition,MANHATTAN,DOT,Closed,10,2023-11-09,11.5,16.0,0.48,0.5,13.75,1
INC501645,2023-06-21 01:04:00,2023-07-05 01:04:00,Heat,STATEN ISLAND,NYC 311,Closed,14,2023-06-21,12.8,15.9,0.0,0.6,14.350000000000001,0
INC501646,2023-02-12 16:54:00,2023-02-15 16:54:00,Noise - Residential,BRONX,NYC 311,Open,3,2023-02-12,-4.8,13.9,0.0,15.0,4.550000000000001,0
INC501647,2023-10-14 00:57:00,2023-10-17 00:57:00,Water System,BROOKLYN,NYC 311,Closed,3,2023-10-14,10.7,13.2,0.45,6.2,11.95,1
INC501648,2023-03-24 06:49:00,2023-03-27 06:49:00,Derelict Vehicle,MANHATTAN,DOT,Closed,3,2023-03-24,-4.2,9.0,0.12,18.5,2.4,0
INC501649,2023-01-20 01:16:00,2023-01-23 01:16:00,Street Condition,BRONX,DOB,Closed,3,2023-01-20,7.2,8.2,0.25,15.1,7.699999999999999,1
INC501650,2023-04-30 20:25:00,2023-05-10 20:25:00,Heat,BROOKLYN,DOT,Open,10,2023-04-30,-2.6,24.4,0.37,2.5,10.899999999999999,1
INC501651,2023-10-10 08:32:00,2023-10-17 08:32:00,Water System,BROOKLYN,NYC 311,Open,7,2023-10-10,-5.6,30.9,0.63,3.2,12.649999999999999,1
INC501652,2023-09-17 23:21:00,2023-10-01 23:21:00,Heat,STATEN ISLAND,DOB,Open,14,2023-09-17,14.5,24.2,0.05,18.6,19.35,0
INC501653,2023-10-30 01:40:00,2023-11-01 01:40:00,Street Condition,BRONX,DSNY,Closed,2,2023-10-30,16.9,23.8,0.13,19.7,20.35,0
INC501654,2023-06-21 16:35:00,2023-06-23 16:35:00,Rodent,QUEENS,DOT,Closed,2,2023-06-21,12.8,15.9,0.0,0.6,14.350000000000001,0
INC501655,2023-02-09 18:02:00,2023-02-12 18:02:00,Blocked Driveway,QUEENS,DOB,Closed,3,2023-02-09,17.0,13.4,0.0,13.1,15.2,0
INC501656,2023-04-10 07:45:00,2023-04-11 07:45:00,Water System,QUEENS,NYC 311,Closed,1,2023-04-10,8.8,13.1,0.1,17.4,10.95,0
INC501657,2023-01-08 17:40:00,2023-01-18 17:40:00,Water System,STATEN ISLAND,DEP,Closed,10,2023-01-08,-2.0,30.5,0.0,6.7,14.25,0
INC501658,2023-05-23 07:06:00,2023-05-30 07:06:00,Sewer,QUEENS,NYPD,Closed,7,2023-05-23,10.2,0.2,0.0,1.7,5.199999999999999,0
INC501659,2023-12-25 13:45:00,2023-12-26 13:45:00,Blocked Driveway,QUEENS,NYC 311,Closed,1,2023-12-25,12.4,23.0,0.0,8.4,17.7,0
INC501660,2023-01-19 00:51:00,2023-01-26 00:51:00,Street Light Condition,QUEENS,DOB,Closed,7,2023-01-19,0.3,27.6,0.44,8.8,13.950000000000001,1
INC501661,2023-05-08 07:54:00,2023-05-09 07:54:00,Rodent,BRONX,NYC 311,Open,1,2023-05-08,1.7,22.1,1.99,15.9,11.9,1
INC501662,2023-01-11 07:16:00,2023-01-16 07:16:00,Noise - Residential,QUEENS,DOT,Closed,5,2023-01-11,-5.0,21.3,0.0,19.2,8.15,0
INC501663,2023-03-09 21:31:00,2023-03-19 21:31:00,Street Condition,BROOKLYN,NYPD,Open,10,2023-03-09,11.9,1.5,1.39,18.4,6.7,1
INC501664,2023-12-11 18:13:00,2023-12-14 18:13:00,Street Condition,BRONX,NYPD,Closed,3,2023-12-11,3.0,20.2,0.13,1.3,11.6,0
INC501665,2023-01-05 19:49:00,2023-01-07 19:49:00,Noise - Residential,STATEN ISLAND,NYPD,Open,2,2023-01-05,-5.8,0.5,0.0,8.7,-2.65,0
INC501666,2023-08-12 13:31:00,2023-08-15 13:31:00,Street Condition,BROOKLYN,DOB,Pending,3,2023-08-12,-3.2,29.9,0.0,18.2,13.35,0
INC501667,2023-08-08 05:58:00,2023-08-11 05:58:00,Illegal Parking,QUEENS,NYPD,Closed,3,2023-08-08,2.0,6.4,1.37,11.1,4.2,1
INC501668,2023-12-13 05:26:00,2023-12-14 05:26:00,Derelict Vehicle,MANHATTAN,DOB,Closed,1,2023-12-13,10.2,25.6,0.93,10.6,17.9,1
INC501669,2023-03-11 11:06:00,2023-03-11 11:06:00,Heat,QUEENS,NYC 311,Open,0,2023-03-11,12.5,13.7,0.0,12.3,13.1,0
INC501670,2023-12-03 16:14:00,2023-12-06 16:14:00,Blocked Driveway,BROOKLYN,NYC 311,Closed,3,2023-12-03,7.5,5.4,0.0,2.4,6.45,0
INC501671,2023-11-20 01:11:00,2023-11-23 01:11:00,Noise - Residential,MANHATTAN,DEP,Closed,3,2023-11-20,-5.9,4.5,0.32,4.5,-0.7000000000000002,1
INC501672,2023-07-19 18:20:00,2023-07-29 18:20:00,Illegal Parking,QUEENS,NYC 311,Closed,10,2023-07-19,-4.0,26.9,0.0,10.4,11.45,0
INC501673,2023-02-15 05:26:00,2023-02-18 05:26:00,Blocked Driveway,BROOKLYN,NYPD,Closed,3,2023-02-15,13.8,28.2,0.1,14.6,21.0,0
INC501674,2023-07-02 21:46:00,2023-07-04 21:46:00,Rodent,STATEN ISLAND,NYPD,Open,2,2023-07-02,17.7,3.3,3.89,18.5,10.5,1
INC501675,2023-12-15 18:15:00,2023-12-15 18:15:00,Noise - Residential,QUEENS,NYPD,Open,0,2023-12-15,17.3,16.5,0.0,6.8,16.9,0
INC501676,2023-09-08 05:05:00,2023-09-09 05:05:00,Water System,MANHATTAN,DOT,Closed,1,2023-09-08,18.0,2.0,0.0,15.9,10.0,0
INC501677,2023-12-16 01:25:00,2023-12-17 01:25:00,Heat,BRONX,DSNY,Closed,1,2023-12-16,1.1,15.2,0.36,15.7,8.15,1
INC501678,2023-07-01 20:33:00,2023-07-06 20:33:00,Noise - Residential,BRONX,DOB,Closed,5,2023-07-01,10.3,1.3,0.16,7.8,5.800000000000001,0
INC501679,2023-11-08 22:55:00,2023-11-10 22:55:00,Heat,BRONX,DOB,Closed,2,2023-11-08,-2.3,19.7,0.01,19.2,8.7,0
INC501680,2023-01-29 15:13:00,2023-02-08 15:13:00,Rodent,BROOKLYN,DEP,Closed,10,2023-01-29,-4.1,12.3,0.76,0.2,4.1000000000000005,1
INC501681,2023-11-04 07:06:00,2023-11-06 07:06:00,Street Light Condition,QUEENS,DEP,Closed,2,2023-11-04,12.7,21.1,1.89,4.0,16.9,1
INC501682,2023-11-30 20:29:00,2023-12-01 20:29:00,Street Light Condition,MANHATTAN,DOT,Pending,1,2023-11-30,-0.6,10.4,0.28,10.2,4.9,1
INC501683,2023-09-09 17:06:00,2023-09-10 17:06:00,Street Condition,QUEENS,NYPD,Closed,1,2023-09-09,6.7,7.7,1.3,11.3,7.2,1
INC501684,2023-11-10 21:07:00,2023-11-13 21:07:00,Street Light Condition,STATEN ISLAND,DEP,Pending,3,2023-11-10,10.0,12.2,0.05,3.3,11.1,0
INC501685,2023-11-13 10:06:00,2023-11-13 10:06:00,Blocked Driveway,MANHATTAN,DOT,Closed,0,2023-11-13,9.0,23.1,2.62,5.8,16.05,1
INC501686,2023-11-23 07:03:00,2023-11-23 07:03:00,Noise - Residential,BRONX,DEP,Closed,0,2023-11-23,7.3,19.0,0.12,2.5,13.15,0
INC501687,2023-01-05 17:13:00,2023-01-06 17:13:00,Street Condition,STATEN ISLAND,DOB,Closed,1,2023-01-05,-5.8,0.5,0.0,8.7,-2.65,0
INC501688,2023-07-04 02:33:00,2023-07-18 02:33:00,Heat,BROOKLYN,NYPD,Closed,14,2023-07-04,2.0,9.9,0.0,11.5,5.95,0
INC501689,2023-01-07 04:07:00,2023-01-09 04:07:00,Blocked Driveway,MANHATTAN,DOB,Pending,2,2023-01-07,7.3,23.4,0.17,17.8,15.35,0
INC501690,2023-06-06 20:59:00,2023-06-11 20:59:00,Water System,BRONX,DSNY,Closed,5,2023-06-06,-5.7,30.2,0.02,9.0,12.25,0
INC501691,2023-04-28 12:19:00,2023-04-29 12:19:00,Noise - Residential,BRONX,DOB,Closed,1,2023-04-28,-5.1,13.2,0.25,11.4,4.05,1
INC501692,2023-03-31 07:13:00,2023-04-01 07:13:00,Noise - Residential,STATEN ISLAND,DOT,Closed,1,2023-03-31,14.4,29.1,0.0,3.5,21.75,0
INC501693,2023-11-19 03:53:00,2023-11-24 03:53:00,Illegal Parking,BRONX,DOT,Open,5,2023-11-19,1.7,7.8,1.62,19.7,4.75,1
INC501694,2023-01-22 19:44:00,2023-01-29 19:44:00,Blocked Driveway,BROOKLYN,NYPD,Closed,7,2023-01-22,-1.1,4.1,0.21,16.4,1.4999999999999998,1
INC501695,2023-11-11 04:17:00,2023-11-16 04:17:00,Street Condition,STATEN ISLAND,DEP,Closed,5,2023-11-11,17.7,9.6,0.0,17.3,13.649999999999999,0
INC501696,2023-10-28 15:15:00,2023-11-11 15:15:00,Rodent,MANHATTAN,NYPD,Closed,14,2023-10-28,1.0,9.6,0.77,18.3,5.3,1
INC501697,2023-07-22 14:18:00,2023-07-25 14:18:00,Illegal Parking,STATEN ISLAND,DSNY,Closed,3,2023-07-22,2.6,13.2,0.11,7.3,7.8999999999999995,0
INC501698,2023-04-22 20:21:00,2023-04-29 20:21:00,Blocked Driveway,BROOKLYN,DEP,Closed,7,2023-04-22,15.6,6.4,0.0,20.0,11.0,0
INC501699,2023-02-08 00:01:00,2023-02-08 00:01:00,Sewer,QUEENS,DOT,Closed,0,2023-02-08,11.2,8.8,0.0,13.5,10.0,0
INC501700,2023-08-23 07:52:00,2023-08-26 07:52:00,Water System,BROOKLYN,DOT,Pending,3,2023-08-23,-4.8,14.6,0.07,17.8,4.9,0
INC501701,2023-05-24 17:45:00,2023-05-31 17:45:00,Noise - Residential,STATEN ISLAND,DOB,Pending,7,2023-05-24,-0.2,8.9,0.0,0.7,4.3500000000000005,0
INC501702,2023-09-28 07:49:00,2023-09-30 07:49:00,Street Condition,QUEENS,DOB,Closed,2,2023-09-28,17.4,31.0,0.97,0.4,24.2,1
INC501703,2023-02-21 15:16:00,2023-02-22 15:16:00,Street Light Condition,BROOKLYN,DOT,Closed,1,2023-02-21,11.3,17.1,0.0,14.8,14.200000000000001,0
INC501704,2023-06-26 11:51:00,2023-07-03 11:51:00,Sewer,STATEN ISLAND,DOB,Closed,7,2023-06-26,16.2,19.8,0.0,1.1,18.0,0
INC501705,2023-05-01 00:09:00,2023-05-01 00:09:00,Street Condition,BRONX,DEP,Open,0,2023-05-01,-3.9,30.6,0.0,5.6,13.350000000000001,0
INC501706,2023-06-25 07:01:00,2023-06-26 07:01:00,Street Condition,BRONX,NYC 311,Closed,1,2023-06-25,14.8,5.1,0.0,10.0,9.95,0
INC501707,2023-05-31 06:47:00,2023-06-14 06:47:00,Noise - Residential,STATEN ISLAND,DOT,Pending,14,2023-05-31,16.1,14.2,0.21,7.6,15.15,1
INC501708,2023-05-21 06:19:00,2023-05-21 06:19:00,Illegal Parking,QUEENS,DSNY,Closed,0,2023-05-21,8.0,0.9,0.0,15.6,4.45,0
INC501709,2023-06-06 21:57:00,2023-06-13 21:57:00,Rodent,QUEENS,DOB,Closed,7,2023-06-06,-5.7,30.2,0.02,9.0,12.25,0
INC501710,2023-08-25 08:28:00,2023-08-25 08:28:00,Heat,BRONX,DEP,Closed,0,2023-08-25,-3.4,0.4,3.25,9.9,-1.5,1
INC501711,2023-08-21 22:48:00,2023-08-23 22:48:00,Noise - Residential,STATEN ISLAND,NYPD,Open,2,2023-08-21,-4.4,19.6,0.0,1.2,7.6000000000000005,0
INC501712,2023-12-13 20:43:00,2023-12-13 20:43:00,Street Condition,QUEENS,DOT,Closed,0,2023-12-13,10.2,25.6,0.93,10.6,17.9,1
INC501713,2023-03-15 18:27:00,2023-03-20 18:27:00,Illegal Parking,BRONX,DEP,Pending,5,2023-03-15,17.9,17.6,0.6,11.1,17.75,1
INC501714,2023-11-26 16:39:00,2023-11-26 16:39:00,Blocked Driveway,QUEENS,NYC 311,Pending,0,2023-11-26,-5.2,27.4,0.05,3.3,11.1,0
INC501715,2023-07-14 02:45:00,2023-07-17 02:45:00,Street Condition,BROOKLYN,DOB,Pending,3,2023-07-14,3.7,14.3,0.0,16.1,9.0,0
INC501716,2023-07-09 13:24:00,2023-07-09 13:24:00,Heat,BROOKLYN,DSNY,Open,0,2023-07-09,-5.0,8.5,0.87,13.3,1.75,1
INC501717,2023-08-29 11:50:00,2023-09-03 11:50:00,Street Light Condition,BROOKLYN,DOT,Closed,5,2023-08-29,1.0,11.3,0.16,7.4,6.15,0
INC501718,2023-02-04 06:41:00,2023-02-04 06:41:00,Illegal Parking,STATEN ISLAND,DSNY,Closed,0,2023-02-04,-1.1,17.4,0.0,18.4,8.149999999999999,0
INC501719,2023-10-14 22:39:00,2023-10-16 22:39:00,Illegal Parking,MANHATTAN,DSNY,Closed,2,2023-10-14,10.7,13.2,0.45,6.2,11.95,1
INC501720,2023-11-24 10:20:00,2023-11-27 10:20:00,Sewer,STATEN ISLAND,NYPD,Pending,3,2023-11-24,7.1,25.4,0.16,4.1,16.25,0
INC501721,2023-09-20 21:16:00,2023-09-22 21:16:00,Street Light Condition,BROOKLYN,DOB,Closed,2,2023-09-20,-3.3,24.5,0.0,1.9,10.6,0
INC501722,2023-09-13 15:34:00,2023-09-20 15:34:00,Street Light Condition,MANHATTAN,DSNY,Closed,7,2023-09-13,1.0,26.2,0.15,6.7,13.6,0
INC501723,2023-07-26 05:27:00,2023-08-02 05:27:00,Street Condition,QUEENS,DOB,Closed,7,2023-07-26,4.7,3.4,1.37,0.8,4.05,1
INC501724,2023-09-18 00:30:00,2023-09-20 00:30:00,Street Condition,BROOKLYN,DSNY,Pending,2,2023-09-18,6.1,18.4,0.47,10.4,12.25,1
INC501725,2023-10-23 04:17:00,2023-10-28 04:17:00,Noise - Residential,MANHATTAN,DEP,Closed,5,2023-10-23,-1.8,8.6,0.35,13.6,3.4,1
INC501726,2023-02-25 21:47:00,2023-02-25 21:47:00,Noise - Residential,QUEENS,DSNY,Open,0,2023-02-25,8.7,2.7,1.84,15.4,5.699999999999999,1
INC501727,2023-12-23 11:11:00,2023-12-23 11:11:00,Street Condition,QUEENS,DSNY,Pending,0,2023-12-23,-1.4,26.0,3.49,6.3,12.3,1
INC501728,2023-03-08 03:58:00,2023-03-10 03:58:00,Street Condition,BRONX,DOB,Closed,2,2023-03-08,2.5,25.2,0.39,5.3,13.85,1
INC501729,2023-09-17 16:04:00,2023-09-18 16:04:00,Illegal Parking,BROOKLYN,DEP,Closed,1,2023-09-17,14.5,24.2,0.05,18.6,19.35,0
INC501730,2023-06-20 16:02:00,2023-06-25 16:02:00,Noise - Residential,STATEN ISLAND,DOT,Closed,5,2023-06-20,7.7,6.1,0.0,9.7,6.9,0
INC501731,2023-05-16 07:26:00,2023-05-30 07:26:00,Rodent,QUEENS,DOT,Closed,14,2023-05-16,6.0,21.6,0.19,13.3,13.8,0
INC501732,2023-11-05 07:07:00,2023-11-15 07:07:00,Water System,BRONX,DOB,Pending,10,2023-11-05,0.9,5.4,3.88,19.5,3.1500000000000004,1
INC501733,2023-08-11 02:26:00,2023-08-18 02:26:00,Street Condition,QUEENS,NYPD,Closed,7,2023-08-11,17.5,8.1,0.0,9.7,12.8,0
INC501734,2023-06-17 12:45:00,2023-06-19 12:45:00,Noise - Residential,BRONX,DOB,Closed,2,2023-06-17,1.0,14.0,0.51,3.6,7.5,1
INC501735,2023-04-13 08:21:00,2023-04-27 08:21:00,Noise - Residential,BROOKLYN,NYC 311,Closed,14,2023-04-13,10.9,26.5,0.31,10.3,18.7,1
INC501736,2023-08-26 08:16:00,2023-08-27 08:16:00,Rodent,MANHATTAN,NYC 311,Open,1,2023-08-26,-0.4,23.8,0.0,3.8,11.700000000000001,0
INC501737,2023-03-12 14:12:00,2023-03-15 14:12:00,Street Condition,QUEENS,DOT,Pending,3,2023-03-12,13.0,30.7,0.22,14.5,21.85,1
INC501738,2023-03-13 09:30:00,2023-03-18 09:30:00,Derelict Vehicle,MANHATTAN,DEP,Closed,5,2023-03-13,6.6,20.7,0.0,1.9,13.649999999999999,0
INC501739,2023-09-03 05:38:00,2023-09-04 05:38:00,Noise - Residential,STATEN ISLAND,DOB,Closed,1,2023-09-03,-4.7,23.2,0.0,9.7,9.25,0
INC501740,2023-07-04 03:07:00,2023-07-14 03:07:00,Heat,QUEENS,DSNY,Open,10,2023-07-04,2.0,9.9,0.0,11.5,5.95,0
INC501741,2023-04-05 14:29:00,2023-04-07 14:29:00,Blocked Driveway,QUEENS,NYPD,Closed,2,2023-04-05,7.3,6.2,0.0,11.8,6.75,0
INC501742,2023-04-18 11:44:00,2023-04-23 11:44:00,Illegal Parking,MANHATTAN,NYPD,Open,5,2023-04-18,9.8,28.6,1.93,19.0,19.200000000000003,1
INC501743,2023-04-22 12:43:00,2023-04-24 12:43:00,Noise - Residential,STATEN ISLAND,NYC 311,Closed,2,2023-04-22,15.6,6.4,0.0,20.0,11.0,0
INC501744,2023-05-07 18:13:00,2023-05-07 18:13:00,Noise - Residential,BRONX,NYC 311,Open,0,2023-05-07,3.9,17.2,0.94,5.7,10.549999999999999,1
INC501745,2023-07-26 09:14:00,2023-08-02 09:14:00,Street Light Condition,QUEENS,DOT,Closed,7,2023-07-26,4.7,3.4,1.37,0.8,4.05,1
INC501746,2023-01-17 12:24:00,2023-01-27 12:24:00,Noise - Residential,QUEENS,DOT,Closed,10,2023-01-17,17.2,23.2,0.45,20.0,20.2,1
INC501747,2023-10-09 00:26:00,2023-10-09 00:26:00,Sewer,BROOKLYN,DOB,Open,0,2023-10-09,15.0,30.8,0.66,14.0,22.9,1
INC501748,2023-07-21 02:30:00,2023-07-23 02:30:00,Derelict Vehicle,QUEENS,DSNY,Closed,2,2023-07-21,5.2,23.9,0.33,1.2,14.549999999999999,1
INC501749,2023-01-29 05:58:00,2023-01-31 05:58:00,Heat,MANHATTAN,NYC 311,Closed,2,2023-01-29,-4.1,12.3,0.76,0.2,4.1000000000000005,1
INC501750,2023-02-28 07:33:00,2023-02-28 07:33:00,Street Condition,STATEN ISLAND,NYC 311,Closed,0,2023-02-28,5.2,28.3,1.72,14.1,16.75,1
INC501751,2023-03-09 00:27:00,2023-03-10 00:27:00,Illegal Parking,BRONX,DOT,Closed,1,2023-03-09,11.9,1.5,1.39,18.4,6.7,1
INC501752,2023-10-06 03:14:00,2023-10-07 03:14:00,Noise - Residential,QUEENS,DOB,Closed,1,2023-10-06,-2.0,18.5,0.46,11.2,8.25,1
INC501753,2023-08-25 09:05:00,2023-08-28 09:05:00,Illegal Parking,QUEENS,NYC 311,Closed,3,2023-08-25,-3.4,0.4,3.25,9.9,-1.5,1
INC501754,2023-03-19 09:29:00,2023-03-29 09:29:00,Street Condition,BRONX,NYC 311,Closed,10,2023-03-19,6.2,5.0,0.17,3.7,5.6,0
INC501755,2023-07-13 14:30:00,2023-07-15 14:30:00,Rodent,BROOKLYN,DOT,Open,2,2023-07-13,-3.9,1.4,2.96,6.7,-1.25,1
INC501756,2023-05-14 07:38:00,2023-05-17 07:38:00,Street Condition,STATEN ISLAND,NYC 311,Closed,3,2023-05-14,-0.7,6.9,0.11,14.2,3.1,0
INC501757,2023-03-28 12:50:00,2023-04-07 12:50:00,Water System,BRONX,NYPD,Open,10,2023-03-28,15.7,16.5,0.0,3.9,16.1,0
INC501758,2023-12-01 01:50:00,2023-12-04 01:50:00,Blocked Driveway,BRONX,DOB,Pending,3,2023-12-01,11.3,9.0,0.0,14.2,10.15,0
INC501759,2023-04-12 07:52:00,2023-04-13 07:52:00,Illegal Parking,BRONX,NYC 311,Pending,1,2023-04-12,8.7,5.7,0.0,0.8,7.199999999999999,0
INC501760,2023-09-17 09:33:00,2023-09-20 09:33:00,Rodent,QUEENS,DOB,Closed,3,2023-09-17,14.5,24.2,0.05,18.6,19.35,0
INC501761,2023-03-16 06:43:00,2023-03-17 06:43:00,Street Light Condition,STATEN ISLAND,NYPD,Closed,1,2023-03-16,-3.4,20.7,0.68,12.5,8.65,1
INC501762,2023-05-16 02:44:00,2023-05-17 02:44:00,Blocked Driveway,QUEENS,DSNY,Pending,1,2023-05-16,6.0,21.6,0.19,13.3,13.8,0
INC501763,2023-07-05 14:51:00,2023-07-05 14:51:00,Noise - Residential,QUEENS,DOT,Closed,0,2023-07-05,16.9,18.0,0.04,9.8,17.45,0
INC501764,2023-03-04 22:57:00,2023-03-05 22:57:00,Rodent,BROOKLYN,DSNY,Closed,1,2023-03-04,1.2,9.8,0.19,13.0,5.5,0
INC501765,2023-03-17 13:09:00,2023-03-18 13:09:00,Blocked Driveway,STATEN ISLAND,DOB,Closed,1,2023-03-17,4.0,27.5,0.16,13.6,15.75,0
INC501766,2023-07-31 21:51:00,2023-08-03 21:51:00,Blocked Driveway,BRONX,NYPD,Closed,3,2023-07-31,6.8,7.3,0.0,17.8,7.05,0
INC501767,2023-12-07 10:01:00,2023-12-12 10:01:00,Rodent,QUEENS,DOT,Open,5,2023-12-07,1.4,3.5,0.0,1.1,2.45,0
INC501768,2023-01-24 00:59:00,2023-01-25 00:59:00,Derelict Vehicle,BRONX,DEP,Closed,1,2023-01-24,16.5,29.6,3.13,3.5,23.05,1
INC501769,2023-11-02 14:55:00,2023-11-12 14:55:00,Street Condition,BRONX,NYPD,Open,10,2023-11-02,10.7,30.9,0.1,11.3,20.799999999999997,0
INC501770,2023-04-26 22:53:00,2023-04-26 22:53:00,Sewer,BROOKLYN,DSNY,Closed,0,2023-04-26,-2.3,25.5,0.0,18.1,11.6,0
INC501771,2023-08-12 06:47:00,2023-08-19 06:47:00,Heat,STATEN ISLAND,DEP,Closed,7,2023-08-12,-3.2,29.9,0.0,18.2,13.35,0
INC501772,2023-11-17 10:50:00,2023-11-24 10:50:00,Blocked Driveway,MANHATTAN,NYPD,Closed,7,2023-11-17,-3.4,3.3,0.4,14.8,-0.050000000000000044,1
INC501773,2023-11-22 09:31:00,2023-11-23 09:31:00,Rodent,BRONX,NYPD,Closed,1,2023-11-22,6.6,28.7,0.07,6.5,17.65,0
INC501774,2023-08-12 14:38:00,2023-08-19 14:38:00,Water System,BRONX,DOT,Closed,7,2023-08-12,-3.2,29.9,0.0,18.2,13.35,0
INC501775,2023-09-30 04:35:00,2023-09-30 04:35:00,Street Condition,QUEENS,DOT,Closed,0,2023-09-30,14.7,25.1,0.0,5.0,19.9,0
INC501776,2023-03-09 13:13:00,2023-03-10 13:13:00,Sewer,QUEENS,NYPD,Closed,1,2023-03-09,11.9,1.5,1.39,18.4,6.7,1
INC501777,2023-10-11 19:33:00,2023-10-12 19:33:00,Noise - Residential,QUEENS,DSNY,Open,1,2023-10-11,1.6,28.5,0.29,1.3,15.05,1
INC501778,2023-10-02 13:09:00,2023-10-16 13:09:00,Blocked Driveway,BROOKLYN,DOT,Closed,14,2023-10-02,-0.1,26.8,0.0,2.4,13.35,0
INC501779,2023-01-18 00:44:00,2023-01-28 00:44:00,Rodent,MANHATTAN,NYPD,Pending,10,2023-01-18,5.2,21.2,0.16,18.4,13.2,0
INC501780,2023-12-25 17:08:00,2023-12-26 17:08:00,Noise - Residential,BROOKLYN,DOB,Pending,1,2023-12-25,12.4,23.0,0.0,8.4,17.7,0
INC501781,2023-08-19 09:03:00,2023-08-21 09:03:00,Blocked Driveway,BRONX,NYPD,Closed,2,2023-08-19,10.8,8.2,0.27,0.2,9.5,1
INC501782,2023-05-22 18:25:00,2023-06-01 18:25:00,Heat,STATEN ISLAND,DOT,Pending,10,2023-05-22,8.0,11.3,0.0,6.7,9.65,0
INC501783,2023-03-31 18:46:00,2023-04-05 18:46:00,Blocked Driveway,MANHATTAN,NYC 311,Pending,5,2023-03-31,14.4,29.1,0.0,3.5,21.75,0
INC501784,2023-06-09 02:42:00,2023-06-09 02:42:00,Noise - Residential,QUEENS,NYC 311,Pending,0,2023-06-09,-2.4,2.4,0.16,6.3,0.0,0
