unique_key,created_date,closed_date,complaint_type,borough,agency,status,time_to_close_days,date
INC501627,2023-06-26 14:34:00,2023-06-27 14:34:00,Noise - Residential,BROOKLYN,DSNY,Closed,1,2023-06-26
INC501628,2023-12-13 21:42:00,2023-12-14 21:42:00,Street Condition,BROOKLYN,NYC 311,Pending,1,2023-12-13
INC501629,2023-06-23 06:00:00,2023-06-25 06:00:00,Rodent,BRONX,DSNY,Pending,2,2023-06-23
INC501630,2023-09-12 13:07:00,2023-09-15 13:07:00,Noise - Residential,BRONX,DEP,Open,3,2023-09-12
INC501631,2023-11-29 00:16:00,2023-11-29 00:16:00,Blocked Driveway,MANHATTAN,DEP,Open,0,2023-11-29
INC501632,2023-07-28 00:14:00,2023-08-02 00:14:00,Water System,BRONX,DOB,Pending,5,2023-07-28
INC501633,2023-10-18 12:21:00,2023-10-25 12:21:00,Illegal Parking,BROOKLYN,DEP,Closed,7,2023-10-18
INC501634,2023-03-16 11:53:00,2023-03-21 11:53:00,Heat,BRONX,DEP,Closed,5,2023-03-16
INC501635,2023-11-22 15:58:00,2023-12-02 15:58:00,Water System,STATEN ISLAND,NYPD,Closed,10,2023-11-22
INC501636,2023-05-13 15:43:00,2023-05-14 15:43:00,Rodent,MANHATTAN,DSNY,Closed,1,2023-05-13
INC501637,2023-03-04 18:26:00,2023-03-05 18:26:00,Derelict Vehicle,MANHATTAN,DEP,Closed,1,2023-03-04
INC501638,2023-10-05 15:34:00,2023-10-05 15:34:00,Street Condition,STATEN ISLAND,DOB,Closed,0,2023-10-05
INC501639,2023-04-09 21:24:00,2023-04-14 21:24:00,Sewer,MANHATTAN,DSNY,Pending,5,2023-04-09
INC501640,2023-03-07 15:56:00,2023-03-12 15:56:00,Water System,STATEN ISLAND,DOT,Closed,5,2023-03-07
INC501641,2023-04-11 16:01:00,2023-04-18 16:01:00,Noise - Residential,STATEN ISLAND,DEP,Closed,7,2023-04-11
INC501642,2023-06-07 15:46:00,2023-06-12 15:46:00,Street Condition,QUEENS,NYC 311,Open,5,2023-06-07
INC501643,2023-03-08 09:16:00,2023-03-11 09:16:00,Illegal Parking,STATEN ISLAND,DSNY,Closed,3,2023-03-08
INC501644,2023-11-09 09:33:00,2023-11-19 09:33:00,Street Condition,MANHATTAN,DOT,Closed,10,2023-11-09
INC501645,2023-06-21 01:04:00,2023-07-05 01:04:00,Heat,STATEN ISLAND,NYC 311,Closed,14,2023-06-21
INC501646,2023-02-12 16:54:00,2023-02-15 16:54:00,Noise - Residential,BRONX,NYC 311,Open,3,2023-02-12
INC501647,2023-10-14 00:57:00,2023-10-17 00:57:00,Water System,BROOKLYN,NYC 311,Closed,3,2023-10-14
INC501648,2023-03-24 06:49:00,2023-03-27 06:49:00,Derelict Vehicle,MANHATTAN,DOT,Closed,3,2023-03-24
INC501649,2023-01-20 01:16:00,2023-01-23 01:16:00,Street Condition,BRONX,DOB,Closed,3,2023-01-20
INC501650,2023-04-30 20:25:00,2023-05-10 20:25:00,Heat,BROOKLYN,DOT,Open,10,2023-04-30
INC501651,2023-10-10 08:32:00,2023-10-17 08:32:00,Water System,BROOKLYN,NYC 311,Open,7,2023-10-10
INC501652,2023-09-17 23:21:00,2023-10-01 23:21:00,Heat,STATEN ISLAND,DOB,Open,14,2023-09-17
INC501653,2023-10-30 01:40:00,2023-11-01 01:40:00,Street Condition,BRONX,DSNY,Closed,2,2023-10-30
INC501654,2023-06-21 16:35:00,2023-06-23 16:35:00,Rodent,QUEENS,DOT,Closed,2,2023-06-21
INC501655,2023-02-09 18:02:00,2023-02-12 18:02:00,Blocked Driveway,QUEENS,DOB,Closed,3,2023-02-09
INC501656,2023-04-10 07:45:00,2023-04-11 07:45:00,Water System,QUEENS,NYC 311,Closed,1,2023-04-10
INC501657,2023-01-08 17:40:00,2023-01-18 17:40:00,Water System,STATEN ISLAND,DEP,Closed,10,2023-01-08
INC501658,2023-05-23 07:06:00,2023-05-30 07:06:00,Sewer,QUEENS,NYPD,Closed,7,2023-05-23
INC501659,2023-12-25 13:45:00,2023-12-26 13:45:00,Blocked Driveway,QUEENS,NYC 311,Closed,1,2023-12-25
INC501660,2023-01-19 00:51:00,2023-01-26 00:51:00,Street Light Condition,QUEENS,DOB,Closed,7,2023-01-19
INC501661,2023-05-08 07:54:00,2023-05-09 07:54:00,Rodent,BRONX,NYC 311,Open,1,2023-05-08
INC501662,2023-01-11 07:16:00,2023-01-16 07:16:00,Noise - Residential,QUEENS,DOT,Closed,5,2023-01-11
INC501663,2023-03-09 21:31:00,2023-03-19 21:31:00,Street Condition,BROOKLYN,NYPD,Open,10,2023-03-09
INC501664,2023-12-11 18:13:00,2023-12-14 18:13:00,Street Condition,BRONX,NYPD,Closed,3,2023-12-11
INC501665,2023-01-05 19:49:00,2023-01-07 19:49:00,Noise - Residential,STATEN ISLAND,NYPD,Open,2,2023-01-05
INC501666,2023-08-12 13:31:00,2023-08-15 13:31:00,Street Condition,BROOKLYN,DOB,Pending,3,2023-08-12
INC501667,2023-08-08 05:58:00,2023-08-11 05:58:00,Illegal Parking,QUEENS,NYPD,Closed,3,2023-08-08
INC501668,2023-12-13 05:26:00,2023-12-14 05:26:00,Derelict Vehicle,MANHATTAN,DOB,Closed,1,2023-12-13
INC501669,2023-03-11 11:06:00,2023-03-11 11:06:00,Heat,QUEENS,NYC 311,Open,0,2023-03-11
INC501670,2023-12-03 16:14:00,2023-12-06 16:14:00,Blocked Driveway,BROOKLYN,NYC 311,Closed,3,2023-12-03
INC501671,2023-11-20 01:11:00,2023-11-23 01:11:00,Noise - Residential,MANHATTAN,DEP,Closed,3,2023-11-20
INC501672,2023-07-19 18:20:00,2023-07-29 18:20:00,Illegal Parking,QUEENS,NYC 311,Closed,10,2023-07-19
INC501673,2023-02-15 05:26:00,2023-02-18 05:26:00,Blocked Driveway,BROOKLYN,NYPD,Closed,3,2023-02-15
INC501674,2023-07-02 21:46:00,2023-07-04 21:46:00,Rodent,STATEN ISLAND,NYPD,Open,2,2023-07-02
INC501675,2023-12-15 18:15:00,2023-12-15 18:15:00,Noise - Residential,QUEENS,NYPD,Open,0,2023-12-15
INC501676,2023-09-08 05:05:00,2023-09-09 05:05:00,Water System,MANHATTAN,DOT,Closed,1,2023-09-08
INC501677,2023-12-16 01:25:00,2023-12-17 01:25:00,Heat,BRONX,DSNY,Closed,1,2023-12-16
INC501678,2023-07-01 20:33:00,2023-07-06 20:33:00,Noise - Residential,BRONX,DOB,Closed,5,2023-07-01
INC501679,2023-11-08 22:55:00,2023-11-10 22:55:00,Heat,BRONX,DOB,Closed,2,2023-11-08
INC501680,2023-01-29 15:13:00,2023-02-08 15:13:00,Rodent,BROOKLYN,DEP,Closed,10,2023-01-29
INC501681,2023-11-04 07:06:00,2023-11-06 07:06:00,Street Light Condition,QUEENS,DEP,Closed,2,2023-11-04
INC501682,2023-11-30 20:29:00,2023-12-01 20:29:00,Street Light Condition,MANHATTAN,DOT,Pending,1,2023-11-30
INC501683,2023-09-09 17:06:00,2023-09-10 17:06:00,Street Condition,QUEENS,NYPD,Closed,1,2023-09-09
INC501684,2023-11-10 21:07:00,2023-11-13 21:07:00,Street Light Condition,STATEN ISLAND,DEP,Pending,3,2023-11-10
INC501685,2023-11-13 10:06:00,2023-11-13 10:06:00,Blocked Driveway,MANHATTAN,DOT,Closed,0,2023-11-13
INC501686,2023-11-23 07:03:00,2023-11-23 07:03:00,Noise - Residential,BRONX,DEP,Closed,0,2023-11-23
INC501687,2023-01-05 17:13:00,2023-01-06 17:13:00,Street Condition,STATEN ISLAND,DOB,Closed,1,2023-01-05
INC501688,2023-07-04 02:33:00,2023-07-18 02:33:00,Heat,BROOKLYN,NYPD,Closed,14,2023-07-04
INC501689,2023-01-07 04:07:00,2023-01-09 04:07:00,Blocked Driveway,MANHATTAN,DOB,Pending,2,2023-01-07
INC501690,2023-06-06 20:59:00,2023-06-11 20:59:00,Water System,BRONX,DSNY,Closed,5,2023-06-06
INC501691,2023-04-28 12:19:00,2023-04-29 12:19:00,Noise - Residential,BRONX,DOB,Closed,1,2023-04-28
INC501692,2023-03-31 07:13:00,2023-04-01 07:13:00,Noise - Residential,STATEN ISLAND,DOT,Closed,1,2023-03-31
INC501693,2023-11-19 03:53:00,2023-11-24 03:53:00,Illegal Parking,BRONX,DOT,Open,5,2023-11-19
INC501694,2023-01-22 19:44:00,2023-01-29 19:44:00,Blocked Driveway,BROOKLYN,NYPD,Closed,7,2023-01-22
INC501695,2023-11-11 04:17:00,2023-11-16 04:17:00,Street Condition,STATEN ISLAND,DEP,Closed,5,2023-11-11
INC501696,2023-10-28 15:15:00,2023-11-11 15:15:00,Rodent,MANHATTAN,NYPD,Closed,14,2023-10-28
INC501697,2023-07-22 14:18:00,2023-07-25 14:18:00,Illegal Parking,STATEN ISLAND,DSNY,Closed,3,2023-07-22
INC501698,2023-04-22 20:21:00,2023-04-29 20:21:00,Blocked Driveway,BROOKLYN,DEP,Closed,7,2023-04-22
INC501699,2023-02-08 00:01:00,2023-02-08 00:01:00,Sewer,QUEENS,DOT,Closed,0,2023-02-08
INC501700,2023-08-23 07:52:00,2023-08-26 07:52:00,Water System,BROOKLYN,DOT,Pending,3,2023-08-23
INC501701,2023-05-24 17:45:00,2023-05-31 17:45:00,Noise - Residential,STATEN ISLAND,DOB,Pending,7,2023-05-24
INC501702,2023-09-28 07:49:00,2023-09-30 07:49:00,Street Condition,QUEENS,DOB,Closed,2,2023-09-28
INC501703,2023-02-21 15:16:00,2023-02-22 15:16:00,Street Light Condition,BROOKLYN,DOT,Closed,1,2023-02-21
INC501704,2023-06-26 11:51:00,2023-07-03 11:51:00,Sewer,STATEN ISLAND,DOB,Closed,7,2023-06-26
INC501705,2023-05-01 00:09:00,2023-05-01 00:09:00,Street Condition,BRONX,DEP,Open,0,2023-05-01
INC501706,2023-06-25 07:01:00,2023-06-26 07:01:00,Street Condition,BRONX,NYC 311,Closed,1,2023-06-25
INC501707,2023-05-31 06:47:00,2023-06-14 06:47:00,Noise - Residential,STATEN ISLAND,DOT,Pending,14,2023-05-31
INC501708,2023-05-21 06:19:00,2023-05-21 06:19:00,Illegal Parking,QUEENS,DSNY,Closed,0,2023-05-21
INC501709,2023-06-06 21:57:00,2023-06-13 21:57:00,Rodent,QUEENS,DOB,Closed,7,2023-06-06
INC501710,2023-08-25 08:28:00,2023-08-25 08:28:00,Heat,BRONX,DEP,Closed,0,2023-08-25
INC501711,2023-08-21 22:48:00,2023-08-23 22:48:00,Noise - Residential,STATEN ISLAND,NYPD,Open,2,2023-08-21
INC501712,2023-12-13 20:43:00,2023-12-13 20:43:00,Street Condition,QUEENS,DOT,Closed,0,2023-12-13
INC501713,2023-03-15 18:27:00,2023-03-20 18:27:00,Illegal Parking,BRONX,DEP,Pending,5,2023-03-15
INC501714,2023-11-26 16:39:00,2023-11-26 16:39:00,Blocked Driveway,QUEENS,NYC 311,Pending,0,2023-11-26
INC501715,2023-07-14 02:45:00,2023-07-17 02:45:00,Street Condition,BROOKLYN,DOB,Pending,3,2023-07-14
INC501716,2023-07-09 13:24:00,2023-07-09 13:24:00,Heat,BROOKLYN,DSNY,Open,0,2023-07-09
INC501717,2023-08-29 11:50:00,2023-09-03 11:50:00,Street Light Condition,BROOKLYN,DOT,Closed,5,2023-08-29
INC501718,2023-02-04 06:41:00,2023-02-04 06:41:00,Illegal Parking,STATEN ISLAND,DSNY,Closed,0,2023-02-04
INC501719,2023-10-14 22:39:00,2023-10-16 22:39:00,Illegal Parking,MANHATTAN,DSNY,Closed,2,2023-10-14
INC501720,2023-11-24 10:20:00,2023-11-27 10:20:00,Sewer,STATEN ISLAND,NYPD,Pending,3,2023-11-24
INC501721,2023-09-20 21:16:00,2023-09-22 21:16:00,Street Light Condition,BROOKLYN,DOB,Closed,2,2023-09-20
INC501722,2023-09-13 15:34:00,2023-09-20 15:34:00,Street Light Condition,MANHATTAN,DSNY,Closed,7,2023-09-13
INC501723,2023-07-26 05:27:00,2023-08-02 05:27:00,Street Condition,QUEENS,DOB,Closed,7,2023-07-26
INC501724,2023-09-18 00:30:00,2023-09-20 00:30:00,Street Condition,BROOKLYN,DSNY,Pending,2,2023-09-18
INC501725,2023-10-23 04:17:00,2023-10-28 04:17:00,Noise - Residential,MANHATTAN,DEP,Closed,5,2023-10-23
INC501726,2023-02-25 21:47:00,2023-02-25 21:47:00,Noise - Residential,QUEENS,DSNY,Open,0,2023-02-25
INC501727,2023-12-23 11:11:00,2023-12-23 11:11:00,Street Condition,QUEENS,DSNY,Pending,0,2023-12-23
INC501728,2023-03-08 03:58:00,2023-03-10 03:58:00,Street Condition,BRONX,DOB,Closed,2,2023-03-08
INC501729,2023-09-17 16:04:00,2023-09-18 16:04:00,Illegal Parking,BROOKLYN,DEP,Closed,1,2023-09-17
INC501730,2023-06-20 16:02:00,2023-06-25 16:02:00,Noise - Residential,STATEN ISLAND,DOT,Closed,5,2023-06-20
INC501731,2023-05-16 07:26:00,2023-05-30 07:26:00,Rodent,QUEENS,DOT,Closed,14,2023-05-16
INC501732,2023-11-05 07:07:00,2023-11-15 07:07:00,Water System,BRONX,DOB,Pending,10,2023-11-05
INC501733,2023-08-11 02:26:00,2023-08-18 02:26:00,Street Condition,QUEENS,NYPD,Closed,7,2023-08-11
INC501734,2023-06-17 12:45:00,2023-06-19 12:45:00,Noise - Residential,BRONX,DOB,Closed,2,2023-06-17
INC501735,2023-04-13 08:21:00,2023-04-27 08:21:00,Noise - Residential,BROOKLYN,NYC 311,Closed,14,2023-04-13
INC501736,2023-08-26 08:16:00,2023-08-27 08:16:00,Rodent,MANHATTAN,NYC 311,Open,1,2023-08-26
INC501737,2023-03-12 14:12:00,2023-03-15 14:12:00,Street Condition,QUEENS,DOT,Pending,3,2023-03-12
INC501738,2023-03-13 09:30:00,2023-03-18 09:30:00,Derelict Vehicle,MANHATTAN,DEP,Closed,5,2023-03-13
INC501739,2023-09-03 05:38:00,2023-09-04 05:38:00,Noise - Residential,STATEN ISLAND,DOB,Closed,1,2023-09-03
INC501740,2023-07-04 03:07:00,2023-07-14 03:07:00,Heat,QUEENS,DSNY,Open,10,2023-07-04
INC501741,2023-04-05 14:29:00,2023-04-07 14:29:00,Blocked Driveway,QUEENS,NYPD,Closed,2,2023-04-05
INC501742,2023-04-18 11:44:00,2023-04-23 11:44:00,Illegal Parking,MANHATTAN,NYPD,Open,5,2023-04-18
INC501743,2023-04-22 12:43:00,2023-04-24 12:43:00,Noise - Residential,STATEN ISLAND,NYC 311,Closed,2,2023-04-22
INC501744,2023-05-07 18:13:00,2023-05-07 18:13:00,Noise - Residential,BRONX,NYC 311,Open,0,2023-05-07
INC501745,2023-07-26 09:14:00,2023-08-02 09:14:00,Street Light Condition,QUEENS,DOT,Closed,7,2023-07-26
INC501746,2023-01-17 12:24:00,2023-01-27 12:24:00,Noise - Residential,QUEENS,DOT,Closed,10,2023-01-17
INC501747,2023-10-09 00:26:00,2023-10-09 00:26:00,Sewer,BROOKLYN,DOB,Open,0,2023-10-09
INC501748,2023-07-21 02:30:00,2023-07-23 02:30:00,Derelict Vehicle,QUEENS,DSNY,Closed,2,2023-07-21
INC501749,2023-01-29 05:58:00,2023-01-31 05:58:00,Heat,MANHATTAN,NYC 311,Closed,2,2023-01-29
INC501750,2023-02-28 07:33:00,2023-02-28 07:33:00,Street Condition,STATEN ISLAND,NYC 311,Closed,0,2023-02-28
INC501751,2023-03-09 00:27:00,2023-03-10 00:27:00,Illegal Parking,BRONX,DOT,Closed,1,2023-03-09
INC501752,2023-10-06 03:14:00,2023-10-07 03:14:00,Noise - Residential,QUEENS,DOB,Closed,1,2023-10-06
INC501753,2023-08-25 09:05:00,2023-08-28 09:05:00,Illegal Parking,QUEENS,NYC 311,Closed,3,2023-08-25
INC501754,2023-03-19 09:29:00,2023-03-29 09:29:00,Street Condition,BRONX,NYC 311,Closed,10,2023-03-19
INC501755,2023-07-13 14:30:00,2023-07-15 14:30:00,Rodent,BROOKLYN,DOT,Open,2,2023-07-13
INC501756,2023-05-14 07:38:00,2023-05-17 07:38:00,Street Condition,STATEN ISLAND,NYC 311,Closed,3,2023-05-14
INC501757,2023-03-28 12:50:00,2023-04-07 12:50:00,Water System,BRONX,NYPD,Open,10,2023-03-28
INC501758,2023-12-01 01:50:00,2023-12-04 01:50:00,Blocked Driveway,BRONX,DOB,Pending,3,2023-12-01
INC501759,2023-04-12 07:52:00,2023-04-13 07:52:00,Illegal Parking,BRONX,NYC 311,Pending,1,2023-04-12
INC501760,2023-09-17 09:33:00,2023-09-20 09:33:00,Rodent,QUEENS,DOB,Closed,3,2023-09-17
INC501761,2023-03-16 06:43:00,2023-03-17 06:43:00,Street Light Condition,STATEN ISLAND,NYPD,Closed,1,2023-03-16
INC501762,2023-05-16 02:44:00,2023-05-17 02:44:00,Blocked Driveway,QUEENS,DSNY,Pending,1,2023-05-16
INC501763,2023-07-05 14:51:00,2023-07-05 14:51:00,Noise - Residential,QUEENS,DOT,Closed,0,2023-07-05
INC501764,2023-03-04 22:57:00,2023-03-05 22:57:00,Rodent,BROOKLYN,DSNY,Closed,1,2023-03-04
INC501765,2023-03-17 13:09:00,2023-03-18 13:09:00,Blocked Driveway,STATEN ISLAND,DOB,Closed,1,2023-03-17
INC501766,2023-07-31 21:51:00,2023-08-03 21:51:00,Blocked Driveway,BRONX,NYPD,Closed,3,2023-07-31
INC501767,2023-12-07 10:01:00,2023-12-12 10:01:00,Rodent,QUEENS,DOT,Open,5,2023-12-07
INC501768,2023-01-24 00:59:00,2023-01-25 00:59:00,Derelict Vehicle,BRONX,DEP,Closed,1,2023-01-24
INC501769,2023-11-02 14:55:00,2023-11-12 14:55:00,Street Condition,BRONX,NYPD,Open,10,2023-11-02
INC501770,2023-04-26 22:53:00,2023-04-26 22:53:00,Sewer,BROOKLYN,DSNY,Closed,0,2023-04-26
INC501771,2023-08-12 06:47:00,2023-08-19 06:47:00,Heat,STATEN ISLAND,DEP,Closed,7,2023-08-12
INC501772,2023-11-17 10:50:00,2023-11-24 10:50:00,Blocked Driveway,MANHATTAN,NYPD,Closed,7,2023-11-17
INC501773,2023-11-22 09:31:00,2023-11-23 09:31:00,Rodent,BRONX,NYPD,Closed,1,2023-11-22
INC501774,2023-08-12 14:38:00,2023-08-19 14:38:00,Water System,BRONX,DOT,Closed,7,2023-08-12
INC501775,2023-09-30 04:35:00,2023-09-30 04:35:00,Street Condition,QUEENS,DOT,Closed,0,2023-09-30
INC501776,2023-03-09 13:13:00,2023-03-10 13:13:00,Sewer,QUEENS,NYPD,Closed,1,2023-03-09
INC501777,2023-10-11 19:33:00,2023-10-12 19:33:00,Noise - Residential,QUEENS,DSNY,Open,1,2023-10-11
INC501778,2023-10-02 13:09:00,2023-10-16 13:09:00,Blocked Driveway,BROOKLYN,DOT,Closed,14,2023-10-02
INC501779,2023-01-18 00:44:00,2023-01-28 00:44:00,Rodent,MANHATTAN,NYPD,Pending,10,2023-01-18
INC501780,2023-12-25 17:08:00,2023-12-26 17:08:00,Noise - Residential,BROOKLYN,DOB,Pending,1,2023-12-25
INC501781,2023-08-19 09:03:00,2023-08-21 09:03:00,Blocked Driveway,BRONX,NYPD,Closed,2,2023-08-19
INC501782,2023-05-22 18:25:00,2023-06-01 18:25:00,Heat,STATEN ISLAND,DOT,Pending,10,2023-05-22
INC501783,2023-03-31 18:46:00,2023-04-05 18:46:00,Blocked Driveway,MANHATTAN,NYC 311,Pending,5,2023-03-31
INC501784,2023-06-09 02:42:00,2023-06-09 02:42:00,Noise - Residential,QUEENS,NYC 311,Pending,0,2023-06-09
INC501785,2023-01-30 17:15:00,2023-02-04 17:15:00,Street Condition,STATEN ISLAND,DOT,Closed,5,2023-01-30
INC501786,2023-01-17 15:50:00,2023-01-20 15:50:00,Noise - Residential,BRONX,DOB,Closed,3,2023-01-17
INC501787,2023-01-29 07:01:00,2023-01-31 07:01:00,Water System,STATEN ISLAND,DOB,Pending,2,2023-01-29
INC501788,2023-08-03 21:27:00,2023-08-03 21:27:00,Noise - Residential,QUEENS,DOB,Closed,0,2023-08-03
INC501789,2023-02-08 08:25:00,2023-02-11 08:25:00,Blocked Driveway,MANHATTAN,NYC 311,Closed,3,2023-02-08
INC501790,2023-06-15 07:04:00,2023-06-15 07:04:00,Illegal Parking,BRONX,NYPD,Closed,0,2023-06-15
INC501791,2023-05-18 22:49:00,2023-05-19 22:49:00,Noise - Residential,STATEN ISLAND,DOB,Closed,1,2023-05-18
INC501792,2023-08-16 10:51:00,2023-08-16 10:51:00,Blocked Driveway,STATEN ISLAND,DOB,Closed,0,2023-08-16
INC501793,2023-03-08 01:36:00,2023-03-13 01:36:00,Rodent,BROOKLYN,NYPD,Pending,5,2023-03-08
INC501794,2023-08-06 03:23:00,2023-08-16 03:23:00,Heat,BROOKLYN,DOB,Closed,10,2023-08-06
INC501795,2023-05-16 22:30:00,2023-05-21 22:30:00,Heat,BROOKLYN,DSNY,Closed,5,2023-05-16
INC501796,2023-11-20 16:19:00,2023-11-27 16:19:00,Water System,QUEENS,DOT,Closed,7,2023-11-20
INC501797,2023-02-08 20:50:00,2023-02-15 20:50:00,Heat,BRONX,DOT,Pending,7,2023-02-08
INC501798,2023-02-15 06:12:00,2023-02-18 06:12:00,Street Condition,BROOKLYN,DSNY,Open,3,2023-02-15
INC501799,2023-06-21 04:00:00,2023-06-24 04:00:00,Blocked Driveway,BRONX,DEP,Closed,3,2023-06-21
INC501800,2023-08-07 05:54:00,2023-08-10 05:54:00,Street Condition,BROOKLYN,DEP,Closed,3,2023-08-07
INC501801,2023-07-05 06:13:00,2023-07-07 06:13:00,Street Condition,MANHATTAN,NYPD,Closed,2,2023-07-05
INC501802,2023-01-22 01:02:00,2023-02-01 01:02:00,Derelict Vehicle,BRONX,NYC 311,Open,10,2023-01-22
INC501803,2023-02-14 09:28:00,2023-02-14 09:28:00,Blocked Driveway,BRONX,DOB,Closed,0,2023-02-14
INC501804,2023-06-24 21:03:00,2023-06-25 21:03:00,Heat,STATEN ISLAND,NYPD,Open,1,2023-06-24
INC501805,2023-02-17 07:43:00,2023-02-20 07:43:00,Blocked Driveway,BROOKLYN,DEP,Closed,3,2023-02-17
INC501806,2023-07-31 02:26:00,2023-08-03 02:26:00,Sewer,BROOKLYN,NYPD,Closed,3,2023-07-31
INC501807,2023-03-03 03:07:00,2023-03-05 03:07:00,Illegal Parking,BROOKLYN,NYPD,Open,2,2023-03-03
INC501808,2023-03-20 15:13:00,2023-03-21 15:13:00,Street Light Condition,QUEENS,DOB,Closed,1,2023-03-20
INC501809,2023-12-27 17:14:00,2023-12-29 17:14:00,Blocked Driveway,BROOKLYN,DOB,Closed,2,2023-12-27
INC501810,2023-01-09 13:05:00,2023-01-10 13:05:00,Illegal Parking,MANHATTAN,NYPD,Closed,1,2023-01-09
INC501811,2023-06-28 03:44:00,2023-06-29 03:44:00,Noise - Residential,MANHATTAN,DOT,Closed,1,2023-06-28
INC501812,2023-07-21 00:46:00,2023-07-26 00:46:00,Street Condition,STATEN ISLAND,DEP,Closed,5,2023-07-21
INC501813,2023-07-07 22:19:00,2023-07-10 22:19:00,Street Condition,BRONX,DEP,Closed,3,2023-07-07
INC501814,2023-08-19 00:09:00,2023-08-19 00:09:00,Water System,QUEENS,DEP,Closed,0,2023-08-19
INC501815,2023-12-20 12:10:00,2023-12-27 12:10:00,Blocked Driveway,STATEN ISLAND,DOT,Pending,7,2023-12-20
INC501816,2023-09-18 23:30:00,2023-09-21 23:30:00,Street Condition,QUEENS,NYPD,Closed,3,2023-09-18
INC501817,2023-04-23 14:21:00,2023-05-03 14:21:00,Rodent,MANHATTAN,NYPD,Closed,10,2023-04-23
INC501818,2023-12-16 07:23:00,2023-12-21 07:23:00,Street Condition,BRONX,NYPD,Closed,5,2023-12-16
INC501819,2023-09-24 16:03:00,2023-09-26 16:03:00,Street Condition,BROOKLYN,DOB,Closed,2,2023-09-24
INC501820,2023-08-24 16:54:00,2023-08-24 16:54:00,Street Condition,BRONX,NYPD,Pending,0,2023-08-24
INC501821,2023-12-12 17:09:00,2023-12-22 17:09:00,Derelict Vehicle,QUEENS,DSNY,Closed,10,2023-12-12
INC501822,2023-12-10 20:55:00,2023-12-17 20:55:00,Water System,QUEENS,NYPD,Closed,7,2023-12-10
INC501823,2023-08-01 09:29:00,2023-08-11 09:29:00,Noise - Residential,STATEN ISLAND,NYC 311,Closed,10,2023-08-01
INC501824,2023-06-20 14:16:00,2023-06-27 14:16:00,Blocked Driveway,MANHATTAN,NYPD,Closed,7,2023-06-20
INC501825,2023-04-08 18:01:00,2023-04-08 18:01:00,Rodent,BROOKLYN,NYPD,Closed,0,2023-04-08
INC501826,2023-01-17 23:55:00,2023-01-17 23:55:00,Heat,BROOKLYN,DEP,Closed,0,2023-01-17
INC501827,2023-01-01 22:47:00,2023-01-02 22:47:00,Illegal Parking,BROOKLYN,NYC 311,Pending,1,2023-01-01
INC501828,2023-03-30 05:54:00,2023-03-30 05:54:00,Rodent,STATEN ISLAND,DSNY,Closed,0,2023-03-30
INC501829,2023-05-10 11:04:00,2023-05-12 11:04:00,Water System,BROOKLYN,DOT,Closed,2,2023-05-10
INC501830,2023-06-14 17:22:00,2023-06-24 17:22:00,Street Condition,QUEENS,NYC 311,Closed,10,2023-06-14
INC501831,2023-02-18 07:54:00,2023-02-19 07:54:00,Blocked Driveway,QUEENS,DOT,Open,1,2023-02-18
INC501832,2023-11-02 03:30:00,2023-11-09 03:30:00,Rodent,STATEN ISLAND,DOB,Closed,7,2023-11-02
INC501833,2023-04-10 03:40:00,2023-04-24 03:40:00,Blocked Driveway,BRONX,DEP,Open,14,2023-04-10
INC501834,2023-09-20 08:34:00,2023-09-27 08:34:00,Noise - Residential,STATEN ISLAND,DSNY,Pending,7,2023-09-20
INC501835,2023-03-20 08:45:00,2023-03-20 08:45:00,Rodent,BRONX,DOB,Closed,0,2023-03-20
INC501836,2023-07-01 17:35:00,2023-07-04 17:35:00,Illegal Parking,QUEENS,NYPD,Closed,3,2023-07-01
INC501837,2023-11-10 03:19:00,2023-11-15 03:19:00,Noise - Residential,BROOKLYN,NYPD,Closed,5,2023-11-10
INC501838,2023-11-14 23:07:00,2023-11-14 23:07:00,Sewer,BROOKLYN,DOB,Pending,0,2023-11-14
INC501839,2023-06-06 10:37:00,2023-06-11 10:37:00,Noise - Residential,BRONX,DOT,Closed,5,2023-06-06
INC501840,2023-06-20 18:52:00,2023-06-25 18:52:00,Blocked Driveway,MANHATTAN,DEP,Closed,5,2023-06-20
INC501841,2023-03-16 05:07:00,2023-03-16 05:07:00,Rodent,MANHATTAN,DSNY,Closed,0,2023-03-16
INC501842,2023-02-01 00:43:00,2023-02-08 00:43:00,Derelict Vehicle,MANHATTAN,DOT,Closed,7,2023-02-01
INC501843,2023-08-19 12:39:00,2023-09-02 12:39:00,Noise - Residential,STATEN ISLAND,DSNY,Pending,14,2023-08-19
INC501844,2023-10-23 00:44:00,2023-10-28 00:44:00,Illegal Parking,MANHATTAN,DOT,Open,5,2023-10-23
INC501845,2023-12-14 06:26:00,2023-12-17 06:26:00,Noise - Residential,BRONX,NYPD,Closed,3,2023-12-14
INC501846,2023-03-22 12:09:00,2023-03-23 12:09:00,Street Condition,BRONX,NYC 311,Closed,1,2023-03-22
INC501847,2023-05-22 02:48:00,2023-05-23 02:48:00,Derelict Vehicle,STATEN ISLAND,DOB,Closed,1,2023-05-22
INC501848,2023-02-28 09:23:00,2023-02-28 09:23:00,Street Condition,STATEN ISLAND,DEP,Pending,0,2023-02-28
INC501849,2023-08-28 20:13:00,2023-09-02 20:13:00,Illegal Parking,BRONX,NYC 311,Open,5,2023-08-28
