unique_key,created_date,closed_date,complaint_type,borough,agency,status
INC501540,2023-11-27 20:03:00,2023-11-27 20:03:00,Street Condition,BROOKLYN,DEP,Closed
INC501541,2023-05-03 16:41:00,2023-05-05 16:41:00,Illegal Parking,STATEN ISLAND,DOT,Closed
INC501542,2023-09-02 16:48:00,2023-09-12 16:48:00,Water System,BROOKLYN,NYC 311,Closed
INC501543,2023-01-23 20:21:00,2023-02-02 20:21:00,Rodent,BRONX,NYPD,Open
INC501544,2023-08-18 23:15:00,2023-09-01 23:15:00,Street Condition,BROOKLYN,NYPD,Pending
INC501545,2023-07-31 20:53:00,2023-08-05 20:53:00,Noise - Residential,QUEENS,NYC 311,Closed
INC501546,2023-07-15 15:35:00,2023-07-25 15:35:00,Sewer,MANHATTAN,NYPD,Closed
INC501547,2023-06-27 10:02:00,2023-06-30 10:02:00,Blocked Driveway,BROOKLYN,NYPD,Open
INC501548,2023-08-20 18:59:00,2023-08-27 18:59:00,Blocked Driveway,MANHATTAN,DOB,Closed
INC501549,2023-09-13 17:14:00,2023-09-14 17:14:00,Noise - Residential,BROOKLYN,NYC 311,Closed
INC501550,2023-11-28 15:57:00,2023-12-03 15:57:00,Heat,BROOKLYN,DEP,Closed
INC501551,2023-07-31 05:48:00,2023-08-05 05:48:00,Heat,STATEN ISLAND,DEP,Open
INC501552,2023-09-13 22:10:00,2023-09-14 22:10:00,Derelict Vehicle,BROOKLYN,DSNY,Pending
INC501553,2023-07-11 18:37:00,2023-07-11 18:37:00,Rodent,BRONX,DEP,Closed
INC501554,2023-08-10 11:37:00,2023-08-13 11:37:00,Blocked Driveway,QUEENS,NYPD,Open
INC501555,2023-04-08 07:04:00,2023-04-11 07:04:00,Noise - Residential,BROOKLYN,NYPD,Open
INC501556,2023-08-30 13:21:00,2023-09-06 13:21:00,Street Condition,BROOKLYN,DSNY,Closed
INC501557,2023-08-29 22:33:00,2023-09-05 22:33:00,Blocked Driveway,QUEENS,NYC 311,Closed
INC501558,2023-10-10 17:57:00,2023-10-17 17:57:00,Noise - Residential,QUEENS,DSNY,Closed
INC501559,2023-10-06 01:42:00,2023-10-07 01:42:00,Derelict Vehicle,QUEENS,DSNY,Closed
INC501560,2023-10-09 22:39:00,2023-10-11 22:39:00,Illegal Parking,BROOKLYN,DEP,Pending
INC501561,2023-09-02 17:43:00,2023-09-05 17:43:00,Heat,MANHATTAN,NYPD,Open
INC501562,2023-06-28 05:29:00,2023-06-30 05:29:00,Illegal Parking,MANHATTAN,DSNY,Open
INC501563,2023-07-16 11:57:00,2023-07-21 11:57:00,Noise - Residential,STATEN ISLAND,DEP,Closed
INC501564,2023-03-03 09:50:00,2023-03-10 09:50:00,Street Light Condition,BRONX,NYPD,Open
INC501565,2023-06-30 12:29:00,2023-07-01 12:29:00,Noise - Residential,QUEENS,NYPD,Open
INC501566,2023-10-11 21:17:00,2023-10-11 21:17:00,Water System,STATEN ISLAND,NYC 311,Open
INC501567,2023-06-21 06:47:00,2023-06-28 06:47:00,Illegal Parking,STATEN ISLAND,DOT,Closed
INC501568,2023-03-08 09:47:00,2023-03-22 09:47:00,Heat,BROOKLYN,NYC 311,Closed
INC501569,2023-05-19 22:04:00,2023-05-22 22:04:00,Derelict Vehicle,STATEN ISLAND,NYPD,Closed
INC501570,2023-06-05 12:41:00,2023-06-07 12:41:00,Noise - Residential,MANHATTAN,DEP,Closed
INC501571,2023-11-05 08:44:00,2023-11-08 08:44:00,Sewer,QUEENS,NYC 311,Closed
INC501572,2023-02-13 11:56:00,2023-02-13 11:56:00,Illegal Parking,STATEN ISLAND,DSNY,Open
INC501573,2023-10-04 22:55:00,2023-10-06 22:55:00,Blocked Driveway,BROOKLYN,NYPD,Closed
INC501574,2023-02-02 19:08:00,2023-02-09 19:08:00,Street Condition,BRONX,NYC 311,Closed
INC501575,2023-10-25 14:25:00,2023-10-28 14:25:00,Illegal Parking,MANHATTAN,DSNY,Pending
INC501576,2023-01-24 03:39:00,2023-01-27 03:39:00,Street Condition,BRONX,DOB,Closed
INC501577,2023-04-19 12:07:00,2023-04-26 12:07:00,Derelict Vehicle,BRONX,DOB,Closed
INC501578,2023-11-03 20:18:00,2023-11-05 20:18:00,Street Light Condition,BROOKLYN,DOT,Open
INC501579,2023-07-20 14:38:00,2023-07-20 14:38:00,Noise - Residential,STATEN ISLAND,DOB,Closed
INC501580,2023-06-05 07:35:00,2023-06-07 07:35:00,Noise - Residential,STATEN ISLAND,DSNY,Closed
INC501581,2023-03-30 22:42:00,2023-03-30 22:42:00,Derelict Vehicle,BRONX,DOT,Closed
INC501582,2023-01-19 21:22:00,2023-01-24 21:22:00,Street Light Condition,STATEN ISLAND,DEP,Open
INC501583,2023-09-23 02:53:00,2023-10-07 02:53:00,Noise - Residential,BRONX,NYC 311,Closed
INC501584,2023-04-08 13:29:00,2023-04-15 13:29:00,Noise - Residential,BRONX,DOT,Closed
INC501585,2023-07-28 14:39:00,2023-08-02 14:39:00,Noise - Residential,BROOKLYN,NYC 311,Closed
INC501586,2023-09-26 04:50:00,2023-09-28 04:50:00,Water System,STATEN ISLAND,NYC 311,Closed
INC501587,2023-01-19 17:28:00,2023-01-26 17:28:00,Noise - Residential,BROOKLYN,DOB,Closed
INC501588,2023-12-05 04:39:00,2023-12-05 04:39:00,Illegal Parking,QUEENS,DOB,Open
INC501589,2023-01-05 17:49:00,2023-01-05 17:49:00,Rodent,MANHATTAN,DOB,Closed
INC501590,2023-10-06 13:57:00,2023-10-08 13:57:00,Blocked Driveway,QUEENS,DOB,Closed
INC501591,2023-08-13 13:03:00,2023-08-18 13:03:00,Heat,MANHATTAN,NYPD,Closed
INC501592,2023-08-29 19:27:00,2023-09-08 19:27:00,Street Condition,MANHATTAN,NYC 311,Closed
INC501593,2023-04-25 02:44:00,2023-04-28 02:44:00,Noise - Residential,BRONX,NYC 311,Closed
INC501594,2023-06-23 04:51:00,2023-06-25 04:51:00,Street Condition,BROOKLYN,NYPD,Closed
INC501595,2023-01-05 07:58:00,2023-01-19 07:58:00,Street Light Condition,MANHATTAN,DOB,Open
INC501596,2023-02-10 09:08:00,2023-02-24 09:08:00,Noise - Residential,MANHATTAN,NYC 311,Closed
INC501597,2023-05-31 21:46:00,2023-06-05 21:46:00,Derelict Vehicle,STATEN ISLAND,DOT,Closed
INC501598,2023-04-06 21:55:00,2023-04-09 21:55:00,Street Condition,STATEN ISLAND,DSNY,Pending
INC501599,2023-11-19 03:32:00,2023-11-21 03:32:00,Street Condition,QUEENS,DSNY,Closed
INC501600,2023-02-01 19:00:00,2023-02-06 19:00:00,Rodent,MANHATTAN,DEP,Open
INC501601,2023-10-22 01:43:00,2023-10-22 01:43:00,Noise - Residential,QUEENS,NYPD,Closed
INC501602,2023-02-06 05:58:00,2023-02-07 05:58:00,Illegal Parking,QUEENS,DEP,Open
INC501603,2023-08-04 01:19:00,2023-08-05 01:19:00,Street Condition,BRONX,NYPD,Pending
INC501604,2023-06-14 13:52:00,2023-06-19 13:52:00,Sewer,STATEN ISLAND,DOT,Closed
INC501605,2023-12-21 15:52:00,2023-12-24 15:52:00,Noise - Residential,BROOKLYN,DOT,Closed
INC501606,2023-12-10 09:34:00,2023-12-13 09:34:00,Rodent,QUEENS,DEP,Closed
INC501607,2023-12-23 17:49:00,2024-01-02 17:49:00,Noise - Residential,BROOKLYN,DOT,Closed
INC501608,2023-11-29 02:41:00,2023-11-30 02:41:00,Heat,BRONX,DSNY,Open
INC501609,2023-11-04 02:54:00,2023-11-18 02:54:00,Noise - Residential,BRONX,DEP,Closed
INC501610,2023-03-03 17:16:00,2023-03-10 17:16:00,Street Light Condition,BROOKLYN,DOT,Closed
INC501611,2023-12-10 11:33:00,2023-12-17 11:33:00,Street Condition,BRONX,NYC 311,Closed
INC501612,2023-11-11 03:23:00,2023-11-16 03:23:00,Street Condition,QUEENS,DEP,Open
INC501613,2023-02-14 00:36:00,2023-02-15 00:36:00,Noise - Residential,BROOKLYN,DSNY,Closed
INC501614,2023-07-16 18:08:00,2023-07-30 18:08:00,Street Light Condition,STATEN ISLAND,DOB,Closed
INC501615,2023-01-29 06:15:00,2023-02-05 06:15:00,Rodent,QUEENS,DOT,Closed
INC501616,2023-12-11 21:58:00,2023-12-16 21:58:00,Blocked Driveway,BROOKLYN,DEP,Closed
INC501617,2023-11-03 13:30:00,2023-11-08 13:30:00,Blocked Driveway,MANHATTAN,DOT,Closed
INC501618,2023-10-17 00:55:00,2023-10-18 00:55:00,Blocked Driveway,MANHATTAN,NYPD,Closed
INC501619,2023-07-28 07:51:00,2023-07-28 07:51:00,Blocked Driveway,BROOKLYN,DOB,Closed
INC501620,2023-09-14 14:23:00,2023-09-15 14:23:00,Illegal Parking,BRONX,DEP,Closed
INC501621,2023-02-11 23:06:00,2023-02-14 23:06:00,Illegal Parking,QUEENS,DSNY,Open
INC501622,2023-12-08 07:49:00,2023-12-13 07:49:00,Illegal Parking,STATEN ISLAND,NYC 311,Closed
INC501623,2023-01-17 19:47:00,2023-01-27 19:47:00,Sewer,MANHATTAN,DOT,Pending
INC501624,2023-10-05 21:07:00,2023-10-07 21:07:00,Illegal Parking,BROOKLYN,NYPD,Closed
INC501625,2023-03-07 10:43:00,2023-03-07 10:43:00,Street Condition,STATEN ISLAND,NYC 311,Closed
INC501626,2023-01-28 22:07:00,2023-01-30 22:07:00,Noise - Residential,QUEENS,DOB,Closed
INC501627,2023-06-26 14:34:00,2023-06-27 14:34:00,Noise - Residential,BROOKLYN,DSNY,Closed
INC501628,2023-12-13 21:42:00,2023-12-14 21:42:00,Street Condition,BROOKLYN,NYC 311,Pending
INC501629,2023-06-23 06:00:00,2023-06-25 06:00:00,Rodent,BRONX,DSNY,Pending
INC501630,2023-09-12 13:07:00,2023-09-15 13:07:00,Noise - Residential,BRONX,DEP,Open
INC501631,2023-11-29 00:16:00,2023-11-29 00:16:00,Blocked Driveway,MANHATTAN,DEP,Open
INC501632,2023-07-28 00:14:00,2023-08-02 00:14:00,Water System,BRONX,DOB,Pending
INC501633,2023-10-18 12:21:00,2023-10-25 12:21:00,Illegal Parking,BROOKLYN,DEP,Closed
INC501634,2023-03-16 11:53:00,2023-03-21 11:53:00,Heat,BRONX,DEP,Closed
INC501635,2023-11-22 15:58:00,2023-12-02 15:58:00,Water System,STATEN ISLAND,NYPD,Closed
INC501636,2023-05-13 15:43:00,2023-05-14 15:43:00,Rodent,MANHATTAN,DSNY,Closed
INC501637,2023-03-04 18:26:00,2023-03-05 18:26:00,Derelict Vehicle,MANHATTAN,DEP,Closed
INC501638,2023-10-05 15:34:00,2023-10-05 15:34:00,Street Condition,STATEN ISLAND,DOB,Closed
INC501639,2023-04-09 21:24:00,2023-04-14 21:24:00,Sewer,MANHATTAN,DSNY,Pending
INC501640,2023-03-07 15:56:00,2023-03-12 15:56:00,Water System,STATEN ISLAND,DOT,Closed
INC501641,2023-04-11 16:01:00,2023-04-18 16:01:00,Noise - Residential,STATEN ISLAND,DEP,Closed
INC501642,2023-06-07 15:46:00,2023-06-12 15:46:00,Street Condition,QUEENS,NYC 311,Open
INC501643,2023-03-08 09:16:00,2023-03-11 09:16:00,Illegal Parking,STATEN ISLAND,DSNY,Closed
INC501644,2023-11-09 09:33:00,2023-11-19 09:33:00,Street Condition,MANHATTAN,DOT,Closed
INC501645,2023-06-21 01:04:00,2023-07-05 01:04:00,Heat,STATEN ISLAND,NYC 311,Closed
INC501646,2023-02-12 16:54:00,2023-02-15 16:54:00,Noise - Residential,BRONX,NYC 311,Open
INC501647,2023-10-14 00:57:00,2023-10-17 00:57:00,Water System,BROOKLYN,NYC 311,Closed
INC501648,2023-03-24 06:49:00,2023-03-27 06:49:00,Derelict Vehicle,MANHATTAN,DOT,Closed
INC501649,2023-01-20 01:16:00,2023-01-23 01:16:00,Street Condition,BRONX,DOB,Closed
INC501650,2023-04-30 20:25:00,2023-05-10 20:25:00,Heat,BROOKLYN,DOT,Open
INC501651,2023-10-10 08:32:00,2023-10-17 08:32:00,Water System,BROOKLYN,NYC 311,Open
INC501652,2023-09-17 23:21:00,2023-10-01 23:21:00,Heat,STATEN ISLAND,DOB,Open
INC501653,2023-10-30 01:40:00,2023-11-01 01:40:00,Street Condition,BRONX,DSNY,Closed
INC501654,2023-06-21 16:35:00,2023-06-23 16:35:00,Rodent,QUEENS,DOT,Closed
INC501655,2023-02-09 18:02:00,2023-02-12 18:02:00,Blocked Driveway,QUEENS,DOB,Closed
INC501656,2023-04-10 07:45:00,2023-04-11 07:45:00,Water System,QUEENS,NYC 311,Closed
INC501657,2023-01-08 17:40:00,2023-01-18 17:40:00,Water System,STATEN ISLAND,DEP,Closed
INC501658,2023-05-23 07:06:00,2023-05-30 07:06:00,Sewer,QUEENS,NYPD,Closed
INC501659,2023-12-25 13:45:00,2023-12-26 13:45:00,Blocked Driveway,QUEENS,NYC 311,Closed
INC501660,2023-01-19 00:51:00,2023-01-26 00:51:00,Street Light Condition,QUEENS,DOB,Closed
INC501661,2023-05-08 07:54:00,2023-05-09 07:54:00,Rodent,BRONX,NYC 311,Open
INC501662,2023-01-11 07:16:00,2023-01-16 07:16:00,Noise - Residential,QUEENS,DOT,Closed
INC501663,2023-03-09 21:31:00,2023-03-19 21:31:00,Street Condition,BROOKLYN,NYPD,Open
INC501664,2023-12-11 18:13:00,2023-12-14 18:13:00,Street Condition,BRONX,NYPD,Closed
INC501665,2023-01-05 19:49:00,2023-01-07 19:49:00,Noise - Residential,STATEN ISLAND,NYPD,Open
INC501666,2023-08-12 13:31:00,2023-08-15 13:31:00,Street Condition,BROOKLYN,DOB,Pending
INC501667,2023-08-08 05:58:00,2023-08-11 05:58:00,Illegal Parking,QUEENS,NYPD,Closed
INC501668,2023-12-13 05:26:00,2023-12-14 05:26:00,Derelict Vehicle,MANHATTAN,DOB,Closed
INC501669,2023-03-11 11:06:00,2023-03-11 11:06:00,Heat,QUEENS,NYC 311,Open
INC501670,2023-12-03 16:14:00,2023-12-06 16:14:00,Blocked Driveway,BROOKLYN,NYC 311,Closed
INC501671,2023-11-20 01:11:00,2023-11-23 01:11:00,Noise - Residential,MANHATTAN,DEP,Closed
INC501672,2023-07-19 18:20:00,2023-07-29 18:20:00,Illegal Parking,QUEENS,NYC 311,Closed
INC501673,2023-02-15 05:26:00,2023-02-18 05:26:00,Blocked Driveway,BROOKLYN,NYPD,Closed
INC501674,2023-07-02 21:46:00,2023-07-04 21:46:00,Rodent,STATEN ISLAND,NYPD,Open
INC501675,2023-12-15 18:15:00,2023-12-15 18:15:00,Noise - Residential,QUEENS,NYPD,Open
INC501676,2023-09-08 05:05:00,2023-09-09 05:05:00,Water System,MANHATTAN,DOT,Closed
INC501677,2023-12-16 01:25:00,2023-12-17 01:25:00,Heat,BRONX,DSNY,Closed
INC501678,2023-07-01 20:33:00,2023-07-06 20:33:00,Noise - Residential,BRONX,DOB,Closed
INC501679,2023-11-08 22:55:00,2023-11-10 22:55:00,Heat,BRONX,DOB,Closed
INC501680,2023-01-29 15:13:00,2023-02-08 15:13:00,Rodent,BROOKLYN,DEP,Closed
INC501681,2023-11-04 07:06:00,2023-11-06 07:06:00,Street Light Condition,QUEENS,DEP,Closed
INC501682,2023-11-30 20:29:00,2023-12-01 20:29:00,Street Light Condition,MANHATTAN,DOT,Pending
INC501683,2023-09-09 17:06:00,2023-09-10 17:06:00,Street Condition,QUEENS,NYPD,Closed
INC501684,2023-11-10 21:07:00,2023-11-13 21:07:00,Street Light Condition,STATEN ISLAND,DEP,Pending
INC501685,2023-11-13 10:06:00,2023-11-13 10:06:00,Blocked Driveway,MANHATTAN,DOT,Closed
INC501686,2023-11-23 07:03:00,2023-11-23 07:03:00,Noise - Residential,BRONX,DEP,Closed
INC501687,2023-01-05 17:13:00,2023-01-06 17:13:00,Street Condition,STATEN ISLAND,DOB,Closed
INC501688,2023-07-04 02:33:00,2023-07-18 02:33:00,Heat,BROOKLYN,NYPD,Closed
INC501689,2023-01-07 04:07:00,2023-01-09 04:07:00,Blocked Driveway,MANHATTAN,DOB,Pending
INC501690,2023-06-06 20:59:00,2023-06-11 20:59:00,Water System,BRONX,DSNY,Closed
INC501691,2023-04-28 12:19:00,2023-04-29 12:19:00,Noise - Residential,BRONX,DOB,Closed
INC501692,2023-03-31 07:13:00,2023-04-01 07:13:00,Noise - Residential,STATEN ISLAND,DOT,Closed
INC501693,2023-11-19 03:53:00,2023-11-24 03:53:00,Illegal Parking,BRONX,DOT,Open
INC501694,2023-01-22 19:44:00,2023-01-29 19:44:00,Blocked Driveway,BROOKLYN,NYPD,Closed
INC501695,2023-11-11 04:17:00,2023-11-16 04:17:00,Street Condition,STATEN ISLAND,DEP,Closed
INC501696,2023-10-28 15:15:00,2023-11-11 15:15:00,Rodent,MANHATTAN,NYPD,Closed
INC501697,2023-07-22 14:18:00,2023-07-25 14:18:00,Illegal Parking,STATEN ISLAND,DSNY,Closed
INC501698,2023-04-22 20:21:00,2023-04-29 20:21:00,Blocked Driveway,BROOKLYN,DEP,Closed
INC501699,2023-02-08 00:01:00,2023-02-08 00:01:00,Sewer,QUEENS,DOT,Closed
INC501700,2023-08-23 07:52:00,2023-08-26 07:52:00,Water System,BROOKLYN,DOT,Pending
INC501701,2023-05-24 17:45:00,2023-05-31 17:45:00,Noise - Residential,STATEN ISLAND,DOB,Pending
INC501702,2023-09-28 07:49:00,2023-09-30 07:49:00,Street Condition,QUEENS,DOB,Closed
INC501703,2023-02-21 15:16:00,2023-02-22 15:16:00,Street Light Condition,BROOKLYN,DOT,Closed
INC501704,2023-06-26 11:51:00,2023-07-03 11:51:00,Sewer,STATEN ISLAND,DOB,Closed
INC501705,2023-05-01 00:09:00,2023-05-01 00:09:00,Street Condition,BRONX,DEP,Open
INC501706,2023-06-25 07:01:00,2023-06-26 07:01:00,Street Condition,BRONX,NYC 311,Closed
INC501707,2023-05-31 06:47:00,2023-06-14 06:47:00,Noise - Residential,STATEN ISLAND,DOT,Pending
INC501708,2023-05-21 06:19:00,2023-05-21 06:19:00,Illegal Parking,QUEENS,DSNY,Closed
INC501709,2023-06-06 21:57:00,2023-06-13 21:57:00,Rodent,QUEENS,DOB,Closed
INC501710,2023-08-25 08:28:00,2023-08-25 08:28:00,Heat,BRONX,DEP,Closed
INC501711,2023-08-21 22:48:00,2023-08-23 22:48:00,Noise - Residential,STATEN ISLAND,NYPD,Open
INC501712,2023-12-13 20:43:00,2023-12-13 20:43:00,Street Condition,QUEENS,DOT,Closed
INC501713,2023-03-15 18:27:00,2023-03-20 18:27:00,Illegal Parking,BRONX,DEP,Pending
INC501714,2023-11-26 16:39:00,2023-11-26 16:39:00,Blocked Driveway,QUEENS,NYC 311,Pending
INC501715,2023-07-14 02:45:00,2023-07-17 02:45:00,Street Condition,BROOKLYN,DOB,Pending
INC501716,2023-07-09 13:24:00,2023-07-09 13:24:00,Heat,BROOKLYN,DSNY,Open
INC501717,2023-08-29 11:50:00,2023-09-03 11:50:00,Street Light Condition,BROOKLYN,DOT,Closed
INC501718,2023-02-04 06:41:00,2023-02-04 06:41:00,Illegal Parking,STATEN ISLAND,DSNY,Closed
INC501719,2023-10-14 22:39:00,2023-10-16 22:39:00,Illegal Parking,MANHATTAN,DSNY,Closed
INC501720,2023-11-24 10:20:00,2023-11-27 10:20:00,Sewer,STATEN ISLAND,NYPD,Pending
INC501721,2023-09-20 21:16:00,2023-09-22 21:16:00,Street Light Condition,BROOKLYN,DOB,Closed
INC501722,2023-09-13 15:34:00,2023-09-20 15:34:00,Street Light Condition,MANHATTAN,DSNY,Closed
INC501723,2023-07-26 05:27:00,2023-08-02 05:27:00,Street Condition,QUEENS,DOB,Closed
INC501724,2023-09-18 00:30:00,2023-09-20 00:30:00,Street Condition,BROOKLYN,DSNY,Pending
INC501725,2023-10-23 04:17:00,2023-10-28 04:17:00,Noise - Residential,MANHATTAN,DEP,Closed
INC501726,2023-02-25 21:47:00,2023-02-25 21:47:00,Noise - Residential,QUEENS,DSNY,Open
INC501727,2023-12-23 11:11:00,2023-12-23 11:11:00,Street Condition,QUEENS,DSNY,Pending
INC501728,2023-03-08 03:58:00,2023-03-10 03:58:00,Street Condition,BRONX,DOB,Closed
INC501729,2023-09-17 16:04:00,2023-09-18 16:04:00,Illegal Parking,BROOKLYN,DEP,Closed
INC501730,2023-06-20 16:02:00,2023-06-25 16:02:00,Noise - Residential,STATEN ISLAND,DOT,Closed
INC501731,2023-05-16 07:26:00,2023-05-30 07:26:00,Rodent,QUEENS,DOT,Closed
INC501732,2023-11-05 07:07:00,2023-11-15 07:07:00,Water System,BRONX,DOB,Pending
INC501733,2023-08-11 02:26:00,2023-08-18 02:26:00,Street Condition,QUEENS,NYPD,Closed
INC501734,2023-06-17 12:45:00,2023-06-19 12:45:00,Noise - Residential,BRONX,DOB,Closed
INC501735,2023-04-13 08:21:00,2023-04-27 08:21:00,Noise - Residential,BROOKLYN,NYC 311,Closed
INC501736,2023-08-26 08:16:00,2023-08-27 08:16:00,Rodent,MANHATTAN,NYC 311,Open
INC501737,2023-03-12 14:12:00,2023-03-15 14:12:00,Street Condition,QUEENS,DOT,Pending
INC501738,2023-03-13 09:30:00,2023-03-18 09:30:00,Derelict Vehicle,MANHATTAN,DEP,Closed
INC501739,2023-09-03 05:38:00,2023-09-04 05:38:00,Noise - Residential,STATEN ISLAND,DOB,Closed
INC501740,2023-07-04 03:07:00,2023-07-14 03:07:00,Heat,QUEENS,DSNY,Open
INC501741,2023-04-05 14:29:00,2023-04-07 14:29:00,Blocked Driveway,QUEENS,NYPD,Closed
INC501742,2023-04-18 11:44:00,2023-04-23 11:44:00,Illegal Parking,MANHATTAN,NYPD,Open
INC501743,2023-04-22 12:43:00,2023-04-24 12:43:00,Noise - Residential,STATEN ISLAND,NYC 311,Closed
INC501744,2023-05-07 18:13:00,2023-05-07 18:13:00,Noise - Residential,BRONX,NYC 311,Open
INC501745,2023-07-26 09:14:00,2023-08-02 09:14:00,Street Light Condition,QUEENS,DOT,Closed
INC501746,2023-01-17 12:24:00,2023-01-27 12:24:00,Noise - Residential,QUEENS,DOT,Closed
INC501747,2023-10-09 00:26:00,2023-10-09 00:26:00,Sewer,BROOKLYN,DOB,Open
INC501748,2023-07-21 02:30:00,2023-07-23 02:30:00,Derelict Vehicle,QUEENS,DSNY,Closed
INC501749,2023-01-29 05:58:00,2023-01-31 05:58:00,Heat,MANHATTAN,NYC 311,Closed
INC501750,2023-02-28 07:33:00,2023-02-28 07:33:00,Street Condition,STATEN ISLAND,NYC 311,Closed
INC501751,2023-03-09 00:27:00,2023-03-10 00:27:00,Illegal Parking,BRONX,DOT,Closed
INC501752,2023-10-06 03:14:00,2023-10-07 03:14:00,Noise - Residential,QUEENS,DOB,Closed
INC501753,2023-08-25 09:05:00,2023-08-28 09:05:00,Illegal Parking,QUEENS,NYC 311,Closed
INC501754,2023-03-19 09:29:00,2023-03-29 09:29:00,Street Condition,BRONX,NYC 311,Closed
INC501755,2023-07-13 14:30:00,2023-07-15 14:30:00,Rodent,BROOKLYN,DOT,Open
INC501756,2023-05-14 07:38:00,2023-05-17 07:38:00,Street Condition,STATEN ISLAND,NYC 311,Closed
INC501757,2023-03-28 12:50:00,2023-04-07 12:50:00,Water System,BRONX,NYPD,Open
INC501758,2023-12-01 01:50:00,2023-12-04 01:50:00,Blocked Driveway,BRONX,DOB,Pending
INC501759,2023-04-12 07:52:00,2023-04-13 07:52:00,Illegal Parking,BRONX,NYC 311,Pending
INC501760,2023-09-17 09:33:00,2023-09-20 09:33:00,Rodent,QUEENS,DOB,Closed
INC501761,2023-03-16 06:43:00,2023-03-17 06:43:00,Street Light Condition,STATEN ISLAND,NYPD,Closed
INC501762,2023-05-16 02:44:00,2023-05-17 02:44:00,Blocked Driveway,QUEENS,DSNY,Pending
INC501763,2023-07-05 14:51:00,2023-07-05 14:51:00,Noise - Residential,QUEENS,DOT,Closed
INC501764,2023-03-04 22:57:00,2023-03-05 22:57:00,Rodent,BROOKLYN,DSNY,Closed
INC501765,2023-03-17 13:09:00,2023-03-18 13:09:00,Blocked Driveway,STATEN ISLAND,DOB,Closed
INC501766,2023-07-31 21:51:00,2023-08-03 21:51:00,Blocked Driveway,BRONX,NYPD,Closed
INC501767,2023-12-07 10:01:00,2023-12-12 10:01:00,Rodent,QUEENS,DOT,Open
INC501768,2023-01-24 00:59:00,2023-01-25 00:59:00,Derelict Vehicle,BRONX,DEP,Closed
INC501769,2023-11-02 14:55:00,2023-11-12 14:55:00,Street Condition,BRONX,NYPD,Open
INC501770,2023-04-26 22:53:00,2023-04-26 22:53:00,Sewer,BROOKLYN,DSNY,Closed
INC501771,2023-08-12 06:47:00,2023-08-19 06:47:00,Heat,STATEN ISLAND,DEP,Closed
INC501772,2023-11-17 10:50:00,2023-11-24 10:50:00,Blocked Driveway,MANHATTAN,NYPD,Closed
INC501773,2023-11-22 09:31:00,2023-11-23 09:31:00,Rodent,BRONX,NYPD,Closed
INC501774,2023-08-12 14:38:00,2023-08-19 14:38:00,Water System,BRONX,DOT,Closed
INC501775,2023-09-30 04:35:00,2023-09-30 04:35:00,Street Condition,QUEENS,DOT,Closed
INC501776,2023-03-09 13:13:00,2023-03-10 13:13:00,Sewer,QUEENS,NYPD,Closed
INC501777,2023-10-11 19:33:00,2023-10-12 19:33:00,Noise - Residential,QUEENS,DSNY,Open
INC501778,2023-10-02 13:09:00,2023-10-16 13:09:00,Blocked Driveway,BROOKLYN,DOT,Closed
INC501779,2023-01-18 00:44:00,2023-01-28 00:44:00,Rodent,MANHATTAN,NYPD,Pending
INC501780,2023-12-25 17:08:00,2023-12-26 17:08:00,Noise - Residential,BROOKLYN,DOB,Pending
INC501781,2023-08-19 09:03:00,2023-08-21 09:03:00,Blocked Driveway,BRONX,NYPD,Closed
INC501782,2023-05-22 18:25:00,2023-06-01 18:25:00,Heat,STATEN ISLAND,DOT,Pending
INC501783,2023-03-31 18:46:00,2023-04-05 18:46:00,Blocked Driveway,MANHATTAN,NYC 311,Pending
INC501784,2023-06-09 02:42:00,2023-06-09 02:42:00,Noise - Residential,QUEENS,NYC 311,Pending
INC501785,2023-01-30 17:15:00,2023-02-04 17:15:00,Street Condition,STATEN ISLAND,DOT,Closed
INC501786,2023-01-17 15:50:00,2023-01-20 15:50:00,Noise - Residential,BRONX,DOB,Closed
INC501787,2023-01-29 07:01:00,2023-01-31 07:01:00,Water System,STATEN ISLAND,DOB,Pending
INC501788,2023-08-03 21:27:00,2023-08-03 21:27:00,Noise - Residential,QUEENS,DOB,Closed
INC501789,2023-02-08 08:25:00,2023-02-11 08:25:00,Blocked Driveway,MANHATTAN,NYC 311,Closed
INC501790,2023-06-15 07:04:00,2023-06-15 07:04:00,Illegal Parking,BRONX,NYPD,Closed
INC501791,2023-05-18 22:49:00,2023-05-19 22:49:00,Noise - Residential,STATEN ISLAND,DOB,Closed
INC501792,2023-08-16 10:51:00,2023-08-16 10:51:00,Blocked Driveway,STATEN ISLAND,DOB,Closed
INC501793,2023-03-08 01:36:00,2023-03-13 01:36:00,Rodent,BROOKLYN,NYPD,Pending
INC501794,2023-08-06 03:23:00,2023-08-16 03:23:00,Heat,BROOKLYN,DOB,Closed
INC501795,2023-05-16 22:30:00,2023-05-21 22:30:00,Heat,BROOKLYN,DSNY,Closed
INC501796,2023-11-20 16:19:00,2023-11-27 16:19:00,Water System,QUEENS,DOT,Closed
INC501797,2023-02-08 20:50:00,2023-02-15 20:50:00,Heat,BRONX,DOT,Pending
INC501798,2023-02-15 06:12:00,2023-02-18 06:12:00,Street Condition,BROOKLYN,DSNY,Open
INC501799,2023-06-21 04:00:00,2023-06-24 04:00:00,Blocked Driveway,BRONX,DEP,Closed
